#query id=64 conceptLabel=Dinner conceptURI=07591291  labels=[night, eat, evening, food, table]
0	07135232	[call, yell, cry, outcry, shout]
1	00007846	[individual, someone, person, soul, somebody, mortal]
2	07590167	[breakfast]
3	15162842	[vacation, holiday]
4	07591291	[dinner]
5	15221372	[christmastime, yuletide, christmastide, noel, christmas, yule]
6	06287933	[tv, telecasting, television, video]
7	15262047	[summer, summertime]
8	03226423	[door]
9	14869913	[h2o, water]
10	02852392	[cover, blanket]
11	04969961	[red, redness]
12	03549540	[house]
13	06790941	[gag, jest, jape, joke, laugh]
14	02514684	[fish]
15	07317454	[fire]
16	09846929	[baby, babe, infant]
17	07726361	[murphy, tater, potato, spud]
18	07902824	[beer]
19	04594951	[window]
20	15236602	[june]
21	05407190	[blood]
22	01505702	[bird]
23	07939004	[cocoa, chocolate]
24	11521799	[rain, rainfall]
25	02406106	[cow]
26	04125115	[carpeting, rug, carpet]
27	04408223	[phone, telephone]
28	02781674	[ball]
29	00472688	[ball, baseball]
30	03241438	[dress, frock]
31	07558676	[love]
32	12122650	[grass]
33	03931348	[photograph, exposure, photo, pic, picture]
34	09240137	[beach]
35	13124818	[tree]
36	02086723	[dog]
37	10043844	[domestic]
38	02124272	[cat]
39	14048353	[sleep, slumber]
40	08893849	[london]
41	07889783	[pizza]
42	03005231	[chair]
43	02537365	[salmon]
44	08196373	[rich]
45	02326697	[coney, rabbit, cony]
46	02474924	[homo, man, human]
47	10541255	[reporter, newsman]
48	05309998	[mouth]
49	02927500	[bus, jitney, charabanc, omnibus, motorcoach, double-decker, autobus, motorbus, coach]
50	09784701	[actor, thespian, player]
51	07499687	[ambition, dream, aspiration]
52	08201135	[horde, swarm, drove]
53	02803656	[basement, cellar]
54	04466597	[towel]
55	04263630	[sofa, lounge, couch]
56	04341737	[street]
57	07275291	[standard, criterion, measure, touchstone]
58	07769568	[banana]
59	10686626	[stupid, dullard, dolt]
60	03193215	[napkin, diaper, nappy]
61	05396148	[ticker, pump, heart]
62	09950623	[clown, buffoon]
63	07658542	[jam]
64	09895920	[brother]
65	08928282	[bali]
66	01642406	[frog, toad, anuran]
67	04396120	[tank]
68	10344679	[hero]
69	10842973	[armstrong]
70	09493680	[vent, volcano]
71	09473312	[sun]
72	13477888	[decay]
73	06370600	[website, site]
74	02824762	[bedchamber, chamber, bedroom]
75	02785352	[balloon]
76	09331478	[berg, iceberg]
77	03180509	[floss]
78	08306203	[hip-hop]
79	09583190	[cupid, amor]
80	04481701	[trap]
81	07419737	[avalanche]
82	03681809	[lipstick]
83	09376006	[meteoroid, meteor]
84	09339360	[island]
85	03472916	[gun]
86	09382700	[mountain, mount]
87	09569105	[ghost]
88	07456888	[spin]
89	07623214	[lollipop, sucker]
90	04613932	[spanner, wrench]
91	05570899	[foot, pes]
92	01677105	[lizard]
93	03086983	[computer]
94	01331343	[virus]
95	11484542	[gravitation, gravity]
96	06580310	[os]
97	04216306	NOT_FOUND
98	07838173	[catsup, ketchup]
99	02209508	[bee]
