#query id=122 conceptLabel=Love conceptURI=07558676  labels=[red, feeling, heart, fun, care]
0	07558676	[love]
1	10352098	[mother]
2	09846929	[baby, babe, infant]
3	07135232	[call, yell, cry, outcry, shout]
4	05407190	[blood]
5	02086723	[dog]
6	03226423	[door]
7	05309998	[mouth]
8	02474924	[homo, man, human]
9	05262259	[hair]
10	07317454	[fire]
11	08196373	[rich]
12	02852392	[cover, blanket]
13	07034009	[music]
14	07556254	[defeat, frustration]
15	07074002	[pop]
16	02124272	[cat]
17	09559169	[god]
18	08293641	[school]
19	03549540	[house]
20	06422547	[book]
21	08098545	[faith, religion]
22	07591291	[dinner]
23	07499687	[ambition, dream, aspiration]
24	01505702	[bird]
25	13603216	[number]
26	03565341	[idol, god]
27	15162842	[vacation, holiday]
28	10713754	[teacher, instructor]
29	12122650	[grass]
30	04386330	[table]
31	02781674	[ball]
32	10043844	[domestic]
33	13124818	[tree]
34	10344679	[hero]
35	04341737	[street]
36	04594951	[window]
37	07590167	[breakfast]
38	10895767	[obama]
39	02514684	[fish]
40	09473312	[sun]
41	03931348	[photograph, exposure, photo, pic, picture]
42	14048353	[sleep, slumber]
43	10518940	[queen]
44	10372030	[neighbour, neighbor]
45	09240137	[beach]
46	11521799	[rain, rainfall]
47	04408223	[phone, telephone]
48	09569105	[ghost]
49	15262047	[summer, summertime]
50	03005231	[chair]
51	02406106	[cow]
52	03472916	[gun]
53	07902824	[beer]
54	09895920	[brother]
55	14869913	[h2o, water]
56	03086983	[computer]
57	09230176	[asia]
58	06370600	[website, site]
59	10486745	[president]
60	04531608	[vehicle]
61	07324399	[motion, movement]
62	04497386	[truck]
63	07456888	[spin]
64	07755101	[apple]
65	09381255	[moon]
66	08893849	[london]
67	09399110	[ocean]
68	01331343	[virus]
69	07728304	[chip, crisp]
70	04396120	[tank]
71	03241438	[dress, frock]
72	03187746	[device]
73	03796045	[motorcycle, bike]
74	04263630	[sofa, lounge, couch]
75	07658542	[jam]
76	10842973	[armstrong]
77	09416900	[planet]
78	09382700	[mountain, mount]
79	08671935	[province, state]
80	15236602	[june]
81	04466597	[towel]
82	07275291	[standard, criterion, measure, touchstone]
83	07889783	[pizza]
84	04481701	[trap]
85	03539152	[ring, hoop]
86	04963771	[colour, color, coloring, colouring]
87	03585784	[cyberspace, net, internet]
88	05138912	[altitude, height]
89	09339360	[island]
90	02506148	[elephant]
91	04094238	[rib]
92	02803656	[basement, cellar]
93	08206141	[circus]
94	11478731	[fog]
95	09784701	[actor, thespian, player]
96	06820056	[number, numeral]
97	07939004	[cocoa, chocolate]
98	02824762	[bedchamber, chamber, bedroom]
99	03036237	[cinema]
100	05570899	[foot, pes]
101	06287933	[tv, telecasting, television, video]
102	02537365	[salmon]
103	03681809	[lipstick]
104	10148670	[heavyweight, whale, giant, hulk]
105	13149924	[stalk, stem]
106	03944520	[pillow]
107	07765558	[lemon]
108	05722413	[fragrance, scent, perfume, aroma]
109	04125115	[carpeting, rug, carpet]
110	08190414	[eu, eec, europe, ec]
111	07419737	[avalanche]
112	02953692	[cannon]
113	10541255	[reporter, newsman]
114	09912283	[skipper, captain]
115	03637568	[ladder]
116	02777635	[baggage, luggage]
117	13477888	[decay]
118	02785352	[balloon]
119	08201135	[horde, swarm, drove]
120	02209508	[bee]
121	07769568	[banana]
122	13407086	[currency]
123	11484542	[gravitation, gravity]
124	10171280	[guitarist]
125	09493680	[vent, volcano]
126	12958438	[carrot]
127	02961779	[automobile, auto, car, machine, motorcar]
128	06790941	[gag, jest, jape, joke, laugh]
129	12168056	[bamboo]
130	08306203	[hip-hop]
131	02584588	[dolphin]
132	03099154	[container]
133	04544161	[violin, fiddle]
134	01677105	[lizard]
135	03254045	[pharmacy, drugstore]
136	03934354	[piano, pianoforte]
137	02951508	[taper, candle]
138	04976072	[blue, blueness]
139	03914323	[pencil]
140	10302734	[carrier, mailman, postman]
141	02392211	[donkey]
142	10450429	[pianist]
143	07900542	[alcohol, intoxicant]
144	09950623	[clown, buffoon]
145	15221372	[christmastime, yuletide, christmastide, noel, christmas, yule]
146	09495727	[volcano]
147	10686626	[stupid, dullard, dolt]
148	08928282	[bali]
149	14383864	[spasm, cramp]
150	03167484	[dart]
151	14706294	[molecule]
152	07726361	[murphy, tater, potato, spud]
153	09331478	[berg, iceberg]
154	14975368	[methane]
155	04233049	[skateboard]
156	11542373	[uv, ultraviolet]
157	02927500	[bus, jitney, charabanc, omnibus, motorcoach, double-decker, autobus, motorbus, coach]
158	04327264	[stimulant]
159	03193215	[napkin, diaper, nappy]
160	04516244	[underclothes, underwear]
161	07623214	[lollipop, sucker]
162	06580310	[os]
163	01864419	[mammalian, mammal]
164	09567238	[vampire, lamia]
165	11547628	[x-ray]
166	03181260	[deodorant]
167	10447768	[physicist]
168	03180509	[floss]
169	05906432	[ufo]
170	02326697	[coney, rabbit, cony]
171	15080200	[vapour, vapor]
172	09583190	[cupid, amor]
173	07838173	[catsup, ketchup]
174	10031556	[dictator, potentate]
175	04216306	NOT_FOUND
176	04564934	NOT_FOUND
177	08190188	NOT_FOUND
178	15207154	NOT_FOUND
179	03350333	NOT_FOUND
180	10637858	NOT_FOUND
181	04613932	[spanner, wrench]
182	01642406	[frog, toad, anuran]
183	02123649	[feline, felid]
184	10320928	[mathematician]
185	04169767	[seatbelt]
186	07270666	[telepathy]
187	02441664	[giraffe]
